Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams required for studying in canada')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
I want to know about the entrance exams required for studying in canada,"There are two entrance exams. You need to give any one.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>Indians have to give IELTS."
What is IELTS,The International English Language Testing System (IELTS) is widely recognized as a test of language ability of candidates who need to study or study or work where English is the language of communication.
What is TOEFL,Test Of English as Foreign Language The essential exam for entry to universities in the United States. Academic language
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
What are the scholarships provided?,merit based as well as application based upto 10000CAD
I want to know university of Alberta,"The rank of University of Alberta in Canada is 1.<br>6.5 and no band less than 5.0 is the reuired IELTS score for Computer Science OR 86 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.ualberta.ca/index.html"">University of Alberta</a>"
what is the criteria for admission?,"SOP, Essays, Cv and other additional documents are required."
ok,"Sorry, I don't understand."
Who is the prime minister of canada?,Justin Trudeau
When is summer in canada?,Summer (June to August)
thankyou for helping,It am happy to help you.
GoodBye,GoodBye! Have a nice day!
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about studies in Universtity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
I want to know about studies in universiy of Alberta,"The rank of University of Alberta in Canada is 1.<br>6.5 and no band less than 5.0 is the reuired IELTS score for Computer Science OR 86 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.ualberta.ca/index.html"">University of Alberta</a>"
i want to know more about canada,"On what do you want to get information?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
What are the entrance exams,"There are two entrance exams. You need to give any one.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>Indians have to give IELTS."
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hello,Hello!
What is your name,EDUBot! I am a chatbot.
How can u help me?,I can provide you with the details related to degree studies in Canada.
i want to know more about canada,"On what do you want to get information?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about the entrance exams,"There are two entrance exams. You need to give any one.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
How can you help me more?,I can provide you with the details related to degree studies in Canada.
which are the best universities for degree studies?,University of Toronto & University of Alberta are the main universities.
i want to know about univerity of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
which courses are cheaper?,Humanity and arts
courses are expensive?,Medicine and engineering
Which language do people speak?,English
Criteria for syudent visa?,You have been accepted by a designated learning institute (DLI).<br>You need to prove that you have adequate funds to pay your tuition fee and living expenses.<br>You need to prove that you have a clean background and no criminal record. The aspirants need to produce a police certificate to prove this.<br>You need to do a health checkup and produce a medical certificate that certifies that you are in good healt
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
I want to know about canada,"Canada is famous for its pristine landscape, rich history and diverse blend of people and cultures. <br>The living expense of people in canada is around 10200 CAD per year i.e. approximately 5 lakh Indian rupees"
how can you help me?,I can provide you with the details related to degree studies in Canada.
which are the universities for degree studies?,University of Toronto & University of Alberta are the main universities.
i want to know more about university of toronto,"The rank of University of Toronto in Canada is 3.<br>6.5 and no band less than 6.0 is the reuired IELTS score for Computer Science OR 100 is the required TOEFL score for Computer Science.<br>Scholarships worth 3 lakhs INR is provided by University of Toronto.<br>To know more :<br><a href=""https://www.utoronto.ca/"">University of Toronto</a>"
i want to know about entrance exams,"There are two entrance exams. You need to give any one.<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is IELTS')"";>IELTS </a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('What is TOEFL')"";>TOEFL</a><br>"
What is IELTS,The International English Language Testing System (IELTS) is widely recognized as a test of language ability of candidates who need to study or study or work where English is the language of communication.
What is TOEFL,Test Of English as Foreign Language The essential exam for entry to universities in the United States. Academic language
what are the scholarships provided?,merit based as well as application based upto 10000CAD
Hey,"Hello! <br>How can i help you?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about canada')"";>Canada </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about the entrance exams')"";>Entrance Exams</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in Universtity of toronto')"";>University of Toronto </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('I want to know about studies in universiy of Alberta')"";>University of Alberta</a><br>"
